ticket_id,customer_id,issue_type,response_time,resolution_status,feedback_rating
T2680,,Product Inquiry,25 hours,Resolved,2.1
T2681,C82471,Refund Request,8 hours,Escalated,4.4
T2682,C72568,Order Delay,47 hours,,2.8
T2683,C50245,Order Delay,9 hours,Resolved,
T2684,C64125,Account Issue,30 hours,Resolved,1.0
T2685,,Product Inquiry,1 hours,Pending,3.5
T2686,C73348,Account Issue,12 hours,,3.4
T2687,C99740,Order Delay,42 hours,Pending,1.3
T2688,C20380,Account Issue,22 hours,Resolved,3.7
T2689,C68771,Order Delay,12 hours,Pending,3.0
T2690,C95261,Product Inquiry,26 hours,Escalated,
T2691,C16393,,46 hours,Escalated,4.4
T2692,C01387,Account Issue,,Escalated,1.4
T2693,C01910,Refund Request,25 hours,Escalated,2.4
T2694,C21805,Account Issue,37 hours,Resolved,4.9
T2695,C39700,Product Inquiry,,Pending,1.9
T2696,C48114,Product Inquiry,14 hours,Resolved,2.9
T2697,C80172,Product Inquiry,7 hours,Resolved,1.4
T2698,C46174,Refund Request,1 hours,Pending,3.6
T2699,C16078,Product Inquiry,5 hours,Resolved,2.3
T2700,C05592,Account Issue,2 hours,Resolved,3.3
T2701,C44525,Product Inquiry,29 hours,Resolved,2.5
T2702,C45966,Product Inquiry,8 hours,Resolved,4.0
T2703,,Product Inquiry,6 hours,,4.7
T2704,C64528,Refund Request,1 hours,Pending,3.8
T2705,C27481,Product Inquiry,40 hours,Resolved,1.8
T2706,,Product Inquiry,39 hours,Resolved,3.5
T2707,C68512,Account Issue,10 hours,Resolved,2.2
T2708,C01756,Product Inquiry,16 hours,Resolved,4.5
T2709,C89548,Refund Request,17 hours,,4.5
T2710,C81894,Account Issue,4 hours,Escalated,2.9
T2711,C15401,Order Delay,20 hours,,2.3
T2712,C83432,Order Delay,43 hours,Pending,4.0
T2713,C32891,Account Issue,14 hours,Escalated,2.0
T2714,C93598,Product Inquiry,8 hours,Pending,1.1
T2715,C50899,Account Issue,46 hours,Resolved,1.9
T2716,C81734,Order Delay,2 hours,Escalated,3.7
T2717,C92347,Account Issue,37 hours,Resolved,2.7
T2718,C54217,Refund Request,12 hours,Pending,1.2
T2719,C11490,Product Inquiry,6 hours,Resolved,3.5
T2720,C28328,Refund Request,43 hours,Pending,2.8
T2721,C82594,Account Issue,38 hours,Pending,4.5
T2722,,Product Inquiry,34 hours,Resolved,2.5
T2723,C94143,Order Delay,6 hours,Resolved,3.4
T2724,C85772,Account Issue,7 hours,Pending,2.4
T2725,C66927,Product Inquiry,34 hours,Resolved,3.9
T2726,C94673,Order Delay,1 hours,Resolved,4.7
T2727,C13075,Product Inquiry,11 hours,Pending,3.4
T2728,C29196,Product Inquiry,9 hours,Escalated,1.5
T2729,C70757,Order Delay,48 hours,Escalated,3.6
T2730,C14468,Account Issue,29 hours,Resolved,3.1
T2731,C18664,Order Delay,,Pending,2.8
T2732,C89141,Order Delay,17 hours,Resolved,4.9
T2733,C11511,Order Delay,13 hours,Pending,2.5
T2734,C34521,Order Delay,19 hours,Resolved,1.1
T2735,C63198,Refund Request,5 hours,Pending,3.3
T2736,C46243,Refund Request,27 hours,Escalated,
T2737,C19658,Account Issue,4 hours,Pending,4.9
T2738,,Order Delay,37 hours,Pending,1.8
T2739,C84281,Product Inquiry,,Pending,3.5
T2740,C84541,Order Delay,18 hours,Escalated,1.2
T2741,,Order Delay,24 hours,Resolved,2.9
T2742,C25165,Refund Request,38 hours,Resolved,2.1
T2743,C02219,,34 hours,Escalated,2.4
T2744,C59395,Order Delay,19 hours,Pending,1.5
T2745,,Order Delay,,,3.8
T2746,C77364,Order Delay,48 hours,Pending,1.8
T2747,C65814,Order Delay,,Escalated,4.6
T2748,C59536,Account Issue,29 hours,,3.9
T2749,C46789,Product Inquiry,41 hours,Pending,4.9
T2750,C91590,Order Delay,25 hours,Escalated,3.6
T2751,C79541,Product Inquiry,7 hours,Escalated,3.0
T2752,C77228,Product Inquiry,9 hours,Escalated,3.4
T2753,C17360,Account Issue,5 hours,Pending,3.7
T2754,C43160,Order Delay,15 hours,Resolved,4.4
T2755,C30760,Refund Request,5 hours,Pending,4.9
T2756,C85980,Refund Request,44 hours,Pending,
T2757,C38233,Order Delay,,Resolved,1.7
T2758,C55317,Order Delay,10 hours,Resolved,3.9
T2759,C35461,Refund Request,47 hours,Escalated,4.9
T2760,C13319,Account Issue,33 hours,Pending,4.5
T2761,C02924,Order Delay,4 hours,Pending,3.7
T2762,C47681,Refund Request,15 hours,,4.5
T2763,C62057,Refund Request,33 hours,Escalated,2.7
T2764,C06769,Order Delay,23 hours,Escalated,3.0
T2765,C87161,Refund Request,40 hours,Resolved,1.8
T2766,C68807,Order Delay,9 hours,Escalated,3.7
T2767,C21201,Refund Request,11 hours,Escalated,2.8
T2768,C27096,Refund Request,2 hours,Escalated,
T2769,C73255,Order Delay,1 hours,Escalated,2.4
T2770,C56645,Product Inquiry,8 hours,Pending,4.7
T2771,C63235,Order Delay,39 hours,Resolved,3.5
T2772,C23146,Product Inquiry,30 hours,Escalated,3.5
T2773,,Refund Request,28 hours,Resolved,4.3
T2774,C65582,,37 hours,Pending,1.3
T2775,C94786,Order Delay,19 hours,Escalated,2.9
T2776,C36128,Order Delay,31 hours,Escalated,2.2
T2777,C12325,Refund Request,42 hours,Escalated,4.2
T2778,C86214,Account Issue,40 hours,Escalated,1.0
T2779,C90183,Refund Request,37 hours,Pending,1.8
T2780,C23369,Refund Request,22 hours,Escalated,1.7
T2781,C60795,Order Delay,26 hours,Escalated,1.4
T2782,C16453,Product Inquiry,6 hours,Escalated,1.4
T2783,C26877,Refund Request,4 hours,Resolved,4.4
T2784,C40629,Product Inquiry,27 hours,Pending,1.4
T2785,C43060,Product Inquiry,14 hours,Resolved,3.7
T2786,C76782,Account Issue,25 hours,,1.0
T2787,C28166,Product Inquiry,30 hours,Pending,1.4
T2788,C78288,Refund Request,19 hours,Resolved,3.9
T2789,C22138,Account Issue,5 hours,Pending,4.7
T2790,C57724,Refund Request,21 hours,Pending,4.7
T2791,C68414,Account Issue,30 hours,Escalated,3.9
T2792,C61693,Account Issue,27 hours,Pending,1.9
T2793,C57757,,25 hours,Escalated,4.9
T2794,,Order Delay,24 hours,Escalated,4.0
T2795,C87053,Account Issue,36 hours,Pending,2.1
T2796,C62112,Product Inquiry,41 hours,Escalated,1.8
T2797,C56924,Order Delay,29 hours,Pending,1.1
T2798,C86601,Order Delay,35 hours,Pending,3.8
T2799,C90685,Refund Request,19 hours,Escalated,2.1
T2800,C85177,Refund Request,17 hours,,2.5
T2801,C13604,Refund Request,13 hours,Escalated,4.9
T2802,C80014,Account Issue,36 hours,Pending,4.3
T2803,C74189,Account Issue,31 hours,Escalated,3.4
T2804,C90371,Order Delay,33 hours,Escalated,1.1
T2805,C36767,Product Inquiry,24 hours,Pending,1.1
T2806,C04485,Refund Request,22 hours,Escalated,4.3
T2807,C11384,Refund Request,20 hours,Escalated,2.5
T2808,C92441,Account Issue,29 hours,Pending,2.8
T2809,C58778,Product Inquiry,20 hours,Resolved,2.0
T2810,C44769,Order Delay,17 hours,Pending,3.2
T2811,C84571,Account Issue,32 hours,Pending,2.4
T2812,C00833,Refund Request,23 hours,Escalated,2.6
T2813,C88318,Refund Request,,Pending,1.2
T2814,C00174,,31 hours,Pending,2.6
T2815,C29519,Refund Request,,Escalated,1.5
T2816,C95205,Refund Request,24 hours,Pending,2.6
T2817,C39165,Order Delay,3 hours,,
T2818,C67103,Refund Request,30 hours,Escalated,1.4
T2819,C41571,Product Inquiry,25 hours,Resolved,1.5
T2820,C67191,Refund Request,7 hours,Resolved,1.8
T2821,C45692,Account Issue,28 hours,Resolved,1.8
T2822,C12882,Refund Request,30 hours,Pending,5.0
T2823,C24186,Refund Request,40 hours,Pending,4.4
T2824,,Refund Request,42 hours,Pending,1.4
T2825,C01191,Product Inquiry,34 hours,Escalated,1.7
T2826,C24529,Refund Request,34 hours,Escalated,1.4
T2827,C81457,Order Delay,19 hours,Escalated,4.4
T2828,C83559,Refund Request,10 hours,Pending,1.1
T2829,C68884,Account Issue,,Pending,3.2
T2830,,Refund Request,46 hours,Pending,1.0
T2831,C72064,Order Delay,3 hours,Escalated,4.4
T2832,C15917,Product Inquiry,37 hours,Escalated,1.7
T2833,C04500,Product Inquiry,36 hours,Escalated,3.4
T2834,C52966,Refund Request,46 hours,Resolved,1.6
T2835,C67703,Order Delay,30 hours,Pending,2.8
T2836,C42062,Product Inquiry,,Resolved,4.3
T2837,C03895,Account Issue,47 hours,Escalated,4.1
T2838,C32188,Product Inquiry,47 hours,Resolved,3.9
T2839,C85447,Order Delay,21 hours,Escalated,2.4
T2840,C67269,Order Delay,7 hours,Escalated,4.4
T2841,C08185,Account Issue,23 hours,Pending,2.0
T2842,C49086,Account Issue,26 hours,Pending,3.0
T2843,C61602,Refund Request,46 hours,Resolved,1.5
T2844,C59809,Account Issue,37 hours,Resolved,2.8
T2845,C15690,Account Issue,31 hours,Escalated,
T2846,C02406,Order Delay,42 hours,Escalated,2.5
T2847,C94303,Order Delay,5 hours,Resolved,1.1
T2848,C97061,Account Issue,42 hours,Escalated,4.5
T2849,C20188,Order Delay,46 hours,Escalated,4.9
T2850,C68227,Account Issue,5 hours,Escalated,4.9
T2851,C39474,Account Issue,40 hours,Escalated,2.6
T2852,C83174,Product Inquiry,24 hours,Escalated,3.7
T2853,,Product Inquiry,47 hours,Resolved,2.4
T2854,C59839,Product Inquiry,34 hours,Escalated,4.6
T2855,C89243,Account Issue,7 hours,Escalated,1.9
T2856,C11803,Order Delay,13 hours,Pending,2.2
T2857,,Order Delay,9 hours,Pending,3.9
T2858,C11492,Product Inquiry,20 hours,Escalated,3.2
T2859,C09216,Refund Request,20 hours,Pending,2.8
T2860,C31229,,46 hours,Escalated,4.0
T2861,C68574,,47 hours,Escalated,1.6
T2862,C13204,Product Inquiry,19 hours,Resolved,2.1
T2863,C01838,Product Inquiry,38 hours,Resolved,4.9
T2864,C20140,Product Inquiry,3 hours,Escalated,4.7
T2865,C00934,Account Issue,32 hours,Resolved,1.7
T2866,C54816,Product Inquiry,35 hours,Pending,1.1
T2867,C74105,Order Delay,6 hours,Pending,3.9
T2868,C47475,Product Inquiry,26 hours,Pending,2.3
T2869,C35358,Order Delay,24 hours,Escalated,1.6
T2870,,Account Issue,11 hours,Resolved,4.3
T2871,C18745,Order Delay,19 hours,Pending,3.9
T2872,C23432,Order Delay,13 hours,Pending,3.4
T2873,C51211,Product Inquiry,43 hours,Escalated,3.2
T2874,C27573,Account Issue,11 hours,Escalated,2.3
T2875,C87490,Order Delay,7 hours,Pending,1.2
T2876,C22652,Refund Request,3 hours,Resolved,3.9
T2877,C90644,Order Delay,36 hours,Pending,3.8
T2878,C16156,Order Delay,12 hours,Escalated,4.3
T2879,C18903,Refund Request,32 hours,Pending,4.8
T2880,C56234,Refund Request,31 hours,Resolved,3.4
T2881,C39109,Account Issue,16 hours,Pending,4.3
T2882,C89237,Product Inquiry,40 hours,Resolved,1.7
T2883,C34527,Order Delay,35 hours,Escalated,4.4
T2884,C27791,Product Inquiry,25 hours,Pending,1.2
T2885,C61342,Account Issue,28 hours,Resolved,4.9
T2886,C78072,Account Issue,28 hours,Pending,1.7
T2887,C66006,Account Issue,14 hours,Pending,4.7
T2888,C37280,Product Inquiry,30 hours,Resolved,2.5
T2889,C73275,Account Issue,8 hours,Escalated,2.4
T2890,C34220,Account Issue,17 hours,Resolved,4.2
T2891,C13958,,40 hours,Pending,3.7
T2892,C68357,Product Inquiry,7 hours,Escalated,2.9
T2893,C62703,Product Inquiry,9 hours,Resolved,2.9
T2894,C48423,Order Delay,10 hours,Pending,3.9
T2895,C13380,Refund Request,45 hours,,2.8
T2896,C07037,Account Issue,35 hours,Resolved,3.7
T2897,C67464,Order Delay,19 hours,Escalated,4.2
T2898,C12683,,33 hours,Escalated,3.7
T2899,C05967,Product Inquiry,1 hours,Escalated,3.9
T2900,C27275,Product Inquiry,14 hours,Escalated,2.3
T2901,C06873,Order Delay,48 hours,Resolved,1.5
T2902,C55922,Refund Request,11 hours,Pending,2.2
T2903,C16401,Product Inquiry,15 hours,Resolved,3.9
T2904,C27526,Refund Request,26 hours,Pending,3.8
T2905,C49250,Refund Request,42 hours,Resolved,2.4
T2906,C20600,Account Issue,43 hours,Resolved,3.2
T2907,C71882,,15 hours,Resolved,2.6
T2908,C13842,Product Inquiry,11 hours,,2.6
T2909,C00102,Product Inquiry,,Escalated,4.7
T2910,C21844,Refund Request,,Escalated,4.4
T2911,C17101,Order Delay,11 hours,Resolved,3.3
T2912,C28901,Account Issue,1 hours,Pending,1.6
T2913,C92318,Refund Request,27 hours,,2.3
T2914,C68503,Account Issue,27 hours,Pending,2.5
T2915,C38519,,28 hours,Pending,4.0
T2916,C19380,Refund Request,10 hours,Resolved,4.0
T2917,C21735,Order Delay,11 hours,Pending,1.5
T2918,C35753,Order Delay,31 hours,Pending,1.0
T2919,C49927,Order Delay,26 hours,Escalated,2.4
T2920,C95177,Account Issue,26 hours,Escalated,1.4
T2921,C39244,Product Inquiry,31 hours,Pending,3.7
T2922,C27009,Order Delay,6 hours,Pending,1.1
T2923,C58492,Product Inquiry,20 hours,Pending,3.0
T2924,C29218,Order Delay,5 hours,Pending,4.0
T2925,C21157,Refund Request,3 hours,Pending,4.1
T2926,C96569,Account Issue,34 hours,Pending,1.6
T2927,C59064,Refund Request,47 hours,,4.2
T2928,C10165,Product Inquiry,37 hours,Pending,5.0
T2929,C34076,Refund Request,7 hours,Escalated,3.9
T2930,C44942,Refund Request,29 hours,Resolved,1.4
T2931,C56427,Order Delay,3 hours,Resolved,3.4
T2932,C06932,Product Inquiry,46 hours,Pending,2.3
T2933,C01138,Refund Request,44 hours,Resolved,3.9
T2934,C26126,Product Inquiry,6 hours,Resolved,3.6
T2935,C71422,Product Inquiry,32 hours,Pending,3.3
T2936,C26821,Account Issue,21 hours,Escalated,1.7
T2937,C18325,Order Delay,19 hours,Resolved,4.4
T2938,C23125,Product Inquiry,34 hours,Resolved,2.9
T2939,C77815,Account Issue,26 hours,Resolved,3.6
T2940,C42061,Order Delay,30 hours,Resolved,
T2941,C41257,Order Delay,44 hours,Pending,2.7
T2942,C39431,Refund Request,29 hours,Pending,1.3
T2943,C71620,Account Issue,48 hours,Resolved,1.8
T2944,C25379,Account Issue,20 hours,Escalated,2.3
T2945,C32203,Product Inquiry,31 hours,Resolved,2.3
T2946,,Refund Request,24 hours,Pending,3.7
T2947,C71390,Product Inquiry,31 hours,Escalated,1.4
T2948,C75017,Order Delay,3 hours,Escalated,1.4
T2949,C24871,Refund Request,35 hours,Pending,4.8
T2950,C01126,Account Issue,9 hours,Resolved,3.7
T2951,C07450,Refund Request,22 hours,,4.9
T2952,C44560,Account Issue,32 hours,Pending,1.7
T2953,C14092,Account Issue,6 hours,Pending,3.6
T2954,C43486,Product Inquiry,8 hours,Resolved,1.9
T2955,C94209,Refund Request,40 hours,Pending,2.6
T2956,C21766,Refund Request,40 hours,Resolved,1.5
T2957,C50240,Product Inquiry,19 hours,Escalated,3.1
T2958,C96610,Order Delay,13 hours,Resolved,4.5
T2959,C27074,,32 hours,Resolved,2.8
T2960,C27866,Product Inquiry,30 hours,Pending,4.7
T2961,C21628,Account Issue,39 hours,Resolved,4.0
T2962,C34469,Product Inquiry,,Pending,2.8
T2963,C90508,,39 hours,Pending,3.0
T2964,C32602,Product Inquiry,28 hours,Resolved,2.8
T2965,C21396,Product Inquiry,17 hours,Resolved,3.0
T2966,C58526,Account Issue,,Escalated,3.5
T2967,C43481,Product Inquiry,38 hours,Resolved,
T2968,C70488,Account Issue,1 hours,Pending,4.1
T2969,C74248,Refund Request,27 hours,,2.6
T2970,C88198,Account Issue,30 hours,Resolved,4.5
T2971,C96534,,7 hours,Escalated,2.2
T2972,C03429,Product Inquiry,26 hours,Pending,3.4
T2973,C80687,Product Inquiry,46 hours,Resolved,1.0
T2974,C99830,Order Delay,9 hours,Escalated,1.7
T2975,C44083,Refund Request,44 hours,Resolved,2.6
T2976,C44310,Order Delay,29 hours,Pending,3.1
T2977,C92949,Product Inquiry,6 hours,Escalated,1.0
T2978,C76452,Product Inquiry,16 hours,Escalated,3.4
T2979,C06795,,15 hours,Escalated,4.8
T2980,C42305,Order Delay,2 hours,Pending,1.3
T2981,C44921,Order Delay,16 hours,Resolved,4.4
T2982,C52053,Account Issue,3 hours,Pending,4.3
T2983,C02402,Order Delay,47 hours,Escalated,1.8
T2984,C15626,Account Issue,31 hours,Escalated,4.5
T2985,C20905,Account Issue,29 hours,,1.6
T2986,C45156,Refund Request,11 hours,Resolved,3.8
T2987,C84623,Account Issue,16 hours,Resolved,3.1
T2988,C03070,Refund Request,26 hours,Escalated,1.5
T2989,C19558,Order Delay,36 hours,Resolved,4.8
T2990,C41823,Product Inquiry,5 hours,,4.0
T2991,C62532,Refund Request,39 hours,Escalated,2.3
T2992,C78085,Order Delay,21 hours,Escalated,1.7
T2993,C37328,Refund Request,35 hours,Escalated,3.5
T2994,C20321,Order Delay,4 hours,Pending,4.7
T2995,C14346,Order Delay,36 hours,Escalated,4.9
T2996,C83652,Account Issue,31 hours,Escalated,2.4
T2997,,Product Inquiry,40 hours,Resolved,1.5
T2998,C00153,Account Issue,2 hours,Resolved,2.3
T2999,C73960,Account Issue,31 hours,Pending,2.2
T3000,C17471,,19 hours,Pending,3.3
T3001,C23951,Account Issue,15 hours,Pending,4.0
T3002,C54107,Order Delay,13 hours,Resolved,5.0
T3003,C56063,Order Delay,40 hours,Resolved,1.1
T3004,C97605,Refund Request,5 hours,Escalated,
T3005,C88519,Product Inquiry,3 hours,Resolved,3.5
T3006,C61472,Product Inquiry,6 hours,Escalated,2.8
T3007,C24460,Refund Request,29 hours,Resolved,4.6
T3008,C25173,Refund Request,37 hours,Pending,2.5
T3009,C11414,Refund Request,15 hours,Pending,5.0
T3010,C43330,Order Delay,18 hours,Escalated,3.0
T3011,,Order Delay,13 hours,Pending,1.7
T3012,C41223,Account Issue,41 hours,Resolved,
T3013,C25534,Product Inquiry,2 hours,Resolved,3.4
T3014,C34630,Product Inquiry,32 hours,Escalated,4.0
T3015,C58991,Order Delay,38 hours,Escalated,1.5
T3016,C29402,Account Issue,24 hours,Resolved,2.4
T3017,C41449,Account Issue,42 hours,Resolved,3.0
T3018,C70581,Product Inquiry,34 hours,Pending,1.9
T3019,C67685,Refund Request,29 hours,Resolved,3.8
T3020,C60461,Product Inquiry,1 hours,Pending,4.6
T3021,C82422,Product Inquiry,28 hours,Pending,4.4
T3022,C92450,Product Inquiry,15 hours,Escalated,3.8
T3023,C10524,Refund Request,28 hours,Escalated,3.9
T3024,C82429,Product Inquiry,13 hours,Pending,5.0
T3025,C59202,Account Issue,11 hours,Pending,
T3026,C26304,Order Delay,8 hours,Resolved,2.8
T3027,C19805,Order Delay,45 hours,Pending,2.8
T3028,C35801,Account Issue,14 hours,Resolved,3.4
T3029,C09966,Order Delay,46 hours,Escalated,2.7
T3030,C92904,,15 hours,Resolved,3.0
T3031,C03335,Refund Request,22 hours,Pending,3.9
T3032,C31371,Refund Request,,Resolved,1.4
T3033,C75979,Refund Request,10 hours,Pending,1.4
T3034,C86827,Account Issue,6 hours,Escalated,4.7
T3035,C55084,Refund Request,22 hours,Resolved,1.7
T3036,C64357,Refund Request,1 hours,Escalated,2.2
T3037,C33342,Account Issue,18 hours,Escalated,1.9
T3038,C06256,Refund Request,3 hours,Resolved,2.1
T3039,C94548,Refund Request,32 hours,Resolved,1.2
T3040,C25094,Account Issue,2 hours,Resolved,1.1
T3041,C09279,Refund Request,30 hours,Pending,1.3
T3042,C30182,Product Inquiry,10 hours,Resolved,5.0
T3043,C08795,Product Inquiry,34 hours,Escalated,3.2
T3044,C67817,Product Inquiry,33 hours,Resolved,2.6
T3045,C57363,Account Issue,30 hours,Resolved,4.9
T3046,C44955,Account Issue,,Escalated,4.9
T3047,C67097,Product Inquiry,34 hours,Resolved,2.5
T3048,C49152,Order Delay,36 hours,Pending,4.7
T3049,C87436,Account Issue,48 hours,Escalated,2.1
T3050,C91997,Refund Request,7 hours,Escalated,2.3
T3051,C34151,Product Inquiry,15 hours,Escalated,3.8
T3052,,Product Inquiry,8 hours,Escalated,1.4
T3053,C53943,Account Issue,24 hours,Resolved,
T3054,C90791,Order Delay,2 hours,Resolved,1.1
T3055,C96074,Order Delay,38 hours,Pending,3.6
T3056,C38000,Account Issue,,Escalated,3.6
T3057,C64417,Account Issue,2 hours,Resolved,4.5
T3058,C35248,Order Delay,34 hours,Escalated,2.4
T3059,,Order Delay,44 hours,Resolved,4.2
T3060,C28932,Account Issue,36 hours,Pending,4.9
T3061,C70317,Product Inquiry,4 hours,Escalated,1.7
T3062,C33197,Product Inquiry,43 hours,Pending,4.5
T3063,C82697,Order Delay,43 hours,Pending,2.9
T3064,,,47 hours,Pending,2.4
T3065,C50759,Refund Request,16 hours,,3.0
T3066,C74161,Order Delay,45 hours,Resolved,2.3
T3067,C18558,Account Issue,17 hours,,4.4
T3068,C73157,Refund Request,18 hours,Resolved,3.6
T3069,C47255,Product Inquiry,35 hours,Resolved,3.8
T3070,C09322,Order Delay,12 hours,Pending,2.7
T3071,C78416,Order Delay,35 hours,Escalated,3.4
T3072,C50352,Refund Request,33 hours,Escalated,1.2
T3073,C08415,Account Issue,9 hours,Pending,4.4
T3074,C95804,,20 hours,Pending,3.4
T3075,C54539,Order Delay,12 hours,Pending,4.6
T3076,C66330,Refund Request,4 hours,Pending,2.9
T3077,C87835,Refund Request,6 hours,Pending,2.1
T3078,C93534,Account Issue,42 hours,Pending,2.4
T3079,C94729,Account Issue,38 hours,,1.4
T3080,C66758,Refund Request,31 hours,Pending,1.4
T3081,C31808,Product Inquiry,40 hours,Pending,1.2
T3082,C38668,Order Delay,4 hours,Resolved,4.4
T3083,C88218,Refund Request,45 hours,,
T3084,C33944,Product Inquiry,41 hours,Escalated,4.7
T3085,C95874,Order Delay,24 hours,Resolved,1.7
T3086,C35029,Order Delay,20 hours,Resolved,2.1
T3087,C06562,Product Inquiry,18 hours,Escalated,2.7
T3088,C88226,Account Issue,12 hours,Escalated,3.4
T3089,C22013,Account Issue,9 hours,Resolved,4.1
T3090,C80699,Product Inquiry,4 hours,Pending,2.0
T3091,C64917,Product Inquiry,17 hours,Escalated,
T3092,C72408,Product Inquiry,1 hours,Resolved,
T3093,C38885,Refund Request,44 hours,Escalated,1.2
T3094,C62079,Refund Request,14 hours,Escalated,3.3
T3095,C29252,Order Delay,9 hours,Pending,1.8
T3096,C30827,Refund Request,24 hours,Pending,4.0
T3097,C80111,Order Delay,6 hours,Escalated,4.9
T3098,C63712,Refund Request,,Resolved,2.6
T3099,C41396,Product Inquiry,34 hours,Escalated,4.0
T3100,C75191,,46 hours,Escalated,3.6
T3101,C42977,,34 hours,Escalated,4.5
T3102,C50610,Order Delay,18 hours,Pending,1.5
T3103,C76516,Order Delay,2 hours,Resolved,4.1
T3104,C12616,Order Delay,24 hours,Pending,3.0
T3105,C72397,Account Issue,22 hours,Pending,2.1
T3106,C13189,Refund Request,2 hours,,1.3
T3107,C55742,Product Inquiry,37 hours,Resolved,1.7
T3108,C52258,Order Delay,41 hours,Escalated,4.3
T3109,C00186,Refund Request,40 hours,Escalated,3.2
T3110,C87690,Order Delay,7 hours,Pending,3.2
T3111,C80476,Account Issue,48 hours,Escalated,1.6
T3112,C16503,Order Delay,47 hours,Resolved,4.7
T3113,C51518,Account Issue,23 hours,Pending,3.1
T3114,C41067,Account Issue,,Escalated,1.9
T3115,C35076,Product Inquiry,20 hours,Escalated,4.6
T3116,C99460,Refund Request,31 hours,Pending,1.1
T3117,C67732,Refund Request,34 hours,Pending,1.9
T3118,C32787,Refund Request,47 hours,,3.1
T3119,C71024,Order Delay,46 hours,Resolved,4.1
T3120,C46716,Product Inquiry,2 hours,Escalated,2.9
T3121,C84338,Product Inquiry,38 hours,Resolved,4.5
T3122,C07378,Account Issue,2 hours,Escalated,4.1
T3123,C29140,Order Delay,6 hours,Resolved,2.3
T3124,C25384,Refund Request,19 hours,Escalated,3.8
T3125,C90069,Refund Request,3 hours,Resolved,4.8
T3126,C40202,Product Inquiry,28 hours,Pending,
T3127,C63013,Product Inquiry,19 hours,Resolved,2.2
T3128,C24302,Order Delay,15 hours,Pending,1.5
T3129,C40152,Order Delay,27 hours,Escalated,2.1
T3130,C05741,Refund Request,38 hours,Resolved,2.2
T3131,C36772,Account Issue,21 hours,Pending,2.6
T3132,C58833,Order Delay,30 hours,Resolved,1.2
T3133,C71526,Account Issue,7 hours,Resolved,
T3134,C06369,Refund Request,23 hours,Resolved,4.8
T3135,C48139,Account Issue,37 hours,Resolved,3.8
T3136,C91333,Refund Request,30 hours,Pending,2.2
T3137,C64833,Account Issue,47 hours,,3.3
T3138,,Order Delay,24 hours,Pending,1.1
T3139,C53858,Product Inquiry,30 hours,Escalated,4.5
T3140,,Product Inquiry,19 hours,Pending,1.6
T3141,C34128,Product Inquiry,9 hours,Pending,1.2
T3142,,Product Inquiry,42 hours,Escalated,2.3
T3143,C10665,Refund Request,32 hours,Resolved,4.7
T3144,C78204,Account Issue,21 hours,Escalated,2.2
T3145,C26277,Product Inquiry,26 hours,Pending,4.9
T3146,C59094,Product Inquiry,32 hours,Escalated,3.6
T3147,C91691,Account Issue,11 hours,Escalated,3.0
T3148,C71866,Product Inquiry,11 hours,Resolved,4.9
T3149,C75828,Order Delay,24 hours,Pending,1.3
T3150,C93400,Order Delay,23 hours,Escalated,1.7
T3151,C80940,Account Issue,25 hours,Escalated,3.9
T3152,C06918,Order Delay,20 hours,Pending,3.4
T3153,C88377,Product Inquiry,26 hours,Escalated,2.2
T3154,C72958,Account Issue,17 hours,Resolved,2.5
T3155,,Refund Request,21 hours,Resolved,1.7
T3156,C55159,Account Issue,45 hours,Resolved,1.5
T3157,C93645,Account Issue,41 hours,Escalated,2.6
T3158,C47804,Refund Request,26 hours,Escalated,4.1
T3159,C28922,Product Inquiry,15 hours,Pending,1.8
T3160,C12432,Refund Request,32 hours,Resolved,2.3
T3161,C47359,Order Delay,,Pending,2.4
T3162,C83634,Refund Request,23 hours,Pending,1.0
T3163,C95176,Order Delay,39 hours,Resolved,3.7
T3164,C31598,Account Issue,1 hours,Pending,1.7
T3165,C86249,Account Issue,40 hours,Pending,1.7
T3166,C01865,Refund Request,32 hours,Pending,2.1
T3167,C13876,Account Issue,35 hours,Pending,
T3168,C79434,Refund Request,41 hours,Resolved,2.5
T3169,C90782,Account Issue,42 hours,Escalated,4.1
T3170,C14354,,22 hours,Escalated,4.3
T3171,C68537,Order Delay,29 hours,Escalated,2.2
T3172,C26631,Product Inquiry,17 hours,Resolved,4.4
T3173,C31141,Product Inquiry,28 hours,Resolved,3.7
T3174,C24915,Product Inquiry,,Pending,1.5
T3175,C87443,Refund Request,39 hours,Resolved,1.4
T3176,C10886,Product Inquiry,13 hours,Pending,3.3
T3177,C99014,Product Inquiry,44 hours,Escalated,1.3
T3178,C52820,Refund Request,45 hours,Resolved,1.7
T3179,C60613,Refund Request,44 hours,Resolved,4.6
T3180,C52391,Refund Request,46 hours,Pending,2.7
T3181,,Product Inquiry,4 hours,Resolved,3.8
T3182,C69542,Order Delay,32 hours,Resolved,1.5
T3183,,Order Delay,,Escalated,2.3
T3184,C35721,Product Inquiry,11 hours,Pending,1.9
T3185,C71763,Refund Request,19 hours,Pending,2.3
T3186,C48712,Refund Request,48 hours,,2.7
T3187,C84915,Order Delay,19 hours,Escalated,3.9
T3188,C27510,Refund Request,3 hours,Escalated,3.0
T3189,C38481,,14 hours,Escalated,4.6
T3190,C51396,Product Inquiry,38 hours,Pending,4.5
T3191,C49502,Refund Request,,,1.0
